0	527.952420
1	532.540182
2	534.979865
3	513.115035
4	541.110495
5	555.559781
6	515.482832
7	551.063235
8	549.949198
9	537.026793
10	540.180511
11	544.556340
12	551.892197
13	522.951194
14	553.853619
15	541.820725
16	553.611865
17	547.694200
18	545.589944
19	557.513871
20	523.284174
21	550.484906
22	566.621961
23	543.746831
24	525.279117
25	541.011294
26	561.118246
27	509.409391
28	538.569180
29	551.796413
30	553.419450
31	528.315135
32	557.119979
33	525.319658
34	545.922048
35	533.443644
36	526.803402
37	542.670197
38	548.873639
39	544.707477
40	528.747943
41	532.643036
42	549.456661
43	536.551347
44	526.877721
45	549.755963
46	566.149975
47	528.841395
48	521.078222
49	546.064624
50	546.496941
51	541.721068
52	540.310977
53	530.832579
54	557.564070
55	515.170772
56	542.915343
57	555.079451
58	532.377158
59	562.702768
60	561.399078
61	537.801696
62	512.297408
63	539.595126
64	514.262990
65	538.789838
66	534.193533
67	555.953605
68	559.650652
69	534.999370
70	576.610876
71	545.208910
72	537.663930
73	523.075324
74	537.929998
75	563.250150
76	438.520487
77	548.814350
78	548.088372
79	535.160173
80	544.789247
81	538.921318
82	523.481599
83	557.467900
84	537.364622
85	540.747452
86	529.751603
87	556.871342
88	545.800939
89	528.808208
90	536.817735
91	538.820531
92	545.279313
93	558.059348
94	537.647983
95	514.928100
96	551.967850
97	531.314735
98	533.894889
99	538.392623
100	559.950478
101	527.050242
102	525.721349
